,start_time,ambient_temperature,battery_id,test_id,uid,filename,cycle_number
2208,[2009. 2. 21. 7. 45. 7.250],24,B0025,41,2209,02209.csv,17
2211,[2009. 2. 21. 13. 6. 17.500],24,B0025,44,2212,02212.csv,18
2215,[2009. 3. 2. 18. 52. 27.046],24,B0025,48,2216,02216.csv,19
2218,[2009. 3. 3. 0. 7. 20.781],24,B0025,51,2219,02219.csv,20
2220,[2009. 3. 3. 4. 47. 3.484],24,B0025,53,2221,02221.csv,21
2222,[2009. 3. 3. 9. 26. 17.984],24,B0025,55,2223,02223.csv,22
2224,[2009. 3. 3. 14. 5. 44.218],24,B0025,57,2225,02225.csv,23
2227,[2009. 3. 3. 19. 21. 23.546],24,B0025,60,2228,02228.csv,24
2230,[2009. 3. 5. 15. 57. 39.484],24,B0025,63,2231,02231.csv,25
2233,[2009. 3. 5. 20. 27. 37.359],24,B0025,66,2234,02234.csv,26
2235,[2009. 3. 6. 1. 6. 35.906],24,B0025,68,2236,02236.csv,27
2237,[2009. 3. 6. 5. 46. 35.031],24,B0025,70,2238,02238.csv,28
2239,[2009. 3. 6. 10. 25. 28.937],24,B0025,72,2240,02240.csv,29
2242,[2009. 3. 6. 15. 42. 28.359],24,B0025,75,2243,02243.csv,30
2246,[2009. 3. 19. 12. 55. 26.718],24,B0025,79,2247,02247.csv,31
2248,[2009. 2. 13. 19. 35. 35.093],24,B0026,1,2249,02249.csv,1
2251,[2009. 2. 14. 1. 2. 23.062],24,B0026,4,2252,02252.csv,2
2253,[2009. 2. 14. 5. 53. 30.656],24,B0026,6,2254,02254.csv,3
2255,[2009. 2. 14. 10. 44. 11.093],24,B0026,8,2256,02256.csv,4
2257,[2009. 2. 14. 15. 34. 35.156],24,B0026,10,2258,02258.csv,5
2260,[2009. 2. 14. 21. 0. 31.546],24,B0026,13,2261,02261.csv,6
2264,[2009. 2. 18. 13. 12. 53.640],24,B0026,17,2265,02265.csv,7
2267,[2009. 2. 18. 18. 38. 22.812],24,B0026,20,2268,02268.csv,8
2268,[2009. 2. 18. 22. 20. 1.140],24,B0026,21,2269,02269.csv,9
2270,[2009. 2. 19. 2. 41. 52.140],24,B0026,23,2271,02271.csv,10
2272,[2009. 2. 19. 7. 27. 48.015],24,B0026,25,2273,02273.csv,11
2275,[2009. 2. 19. 12. 49. 48.921],24,B0026,28,2276,02276.csv,12
2279,[2009. 2. 20. 12. 8. 44.968],24,B0026,32,2280,02280.csv,13
2282,[2009. 2. 20. 17. 32. 10.968],24,B0026,35,2283,02283.csv,14
2284,[2009. 2. 20. 22. 15. 30.718],24,B0026,37,2285,02285.csv,15
2286,[2009. 2. 21. 3. 1. 18.140],24,B0026,39,2287,02287.csv,16
2288,[2009. 2. 21. 7. 45. 7.250],24,B0026,41,2289,02289.csv,17
2291,[2009. 2. 21. 13. 6. 17.500],24,B0026,44,2292,02292.csv,18
2295,[2009. 3. 2. 18. 52. 27.046],24,B0026,48,2296,02296.csv,19
2298,[2009. 3. 3. 0. 7. 20.781],24,B0026,51,2299,02299.csv,20
2300,[2009. 3. 3. 4. 47. 3.484],24,B0026,53,2301,02301.csv,21
2302,[2009. 3. 3. 9. 26. 17.984],24,B0026,55,2303,02303.csv,22
2304,[2009. 3. 3. 14. 5. 44.218],24,B0026,57,2305,02305.csv,23
2307,[2009. 3. 3. 19. 21. 23.546],24,B0026,60,2308,02308.csv,24
2310,[2009. 3. 5. 15. 57. 39.484],24,B0026,63,2311,02311.csv,25
2313,[2009. 3. 5. 20. 27. 37.359],24,B0026,66,2314,02314.csv,26
2315,[2009. 3. 6. 1. 6. 35.906],24,B0026,68,2316,02316.csv,27
2317,[2009. 3. 6. 5. 46. 35.031],24,B0026,70,2318,02318.csv,28
2319,[2009. 3. 6. 10. 25. 28.937],24,B0026,72,2320,02320.csv,29
2322,[2009. 3. 6. 15. 42. 28.359],24,B0026,75,2323,02323.csv,30
2326,[2009. 3. 19. 12. 55. 26.718],24,B0026,79,2327,02327.csv,31
2328,[2009. 2. 13. 19. 35. 35.093],24,B0027,1,2329,02329.csv,1
2331,[2009. 2. 14. 1. 2. 23.062],24,B0027,4,2332,02332.csv,2
2333,[2009. 2. 14. 5. 53. 30.656],24,B0027,6,2334,02334.csv,3
2335,[2009. 2. 14. 10. 44. 11.093],24,B0027,8,2336,02336.csv,4
2337,[2009. 2. 14. 15. 34. 35.156],24,B0027,10,2338,02338.csv,5
2340,[2009. 2. 14. 21. 0. 31.546],24,B0027,13,2341,02341.csv,6
2344,[2009. 2. 18. 13. 12. 53.640],24,B0027,17,2345,02345.csv,7
2347,[2009. 2. 18. 18. 38. 22.812],24,B0027,20,2348,02348.csv,8
2348,[2009. 2. 18. 22. 20. 1.140],24,B0027,21,2349,02349.csv,9
2350,[2009. 2. 19. 2. 41. 52.140],24,B0027,23,2351,02351.csv,10
2352,[2009. 2. 19. 7. 27. 48.015],24,B0027,25,2353,02353.csv,11
2355,[2009. 2. 19. 12. 49. 48.921],24,B0027,28,2356,02356.csv,12
2359,[2009. 2. 20. 12. 8. 44.968],24,B0027,32,2360,02360.csv,13
2362,[2009. 2. 20. 17. 32. 10.968],24,B0027,35,2363,02363.csv,14
2364,[2009. 2. 20. 22. 15. 30.718],24,B0027,37,2365,02365.csv,15
2366,[2009. 2. 21. 3. 1. 18.140],24,B0027,39,2367,02367.csv,16
2368,[2009. 2. 21. 7. 45. 7.250],24,B0027,41,2369,02369.csv,17
2371,[2009. 2. 21. 13. 6. 17.500],24,B0027,44,2372,02372.csv,18
2375,[2009. 3. 2. 18. 52. 27.046],24,B0027,48,2376,02376.csv,19
2378,[2009. 3. 3. 0. 7. 20.781],24,B0027,51,2379,02379.csv,20
2380,[2009. 3. 3. 4. 47. 3.484],24,B0027,53,2381,02381.csv,21
2382,[2009. 3. 3. 9. 26. 17.984],24,B0027,55,2383,02383.csv,22
2384,[2009. 3. 3. 14. 5. 44.218],24,B0027,57,2385,02385.csv,23
2387,[2009. 3. 3. 19. 21. 23.546],24,B0027,60,2388,02388.csv,24
2390,[2009. 3. 5. 15. 57. 39.484],24,B0027,63,2391,02391.csv,25
2393,[2009. 3. 5. 20. 27. 37.359],24,B0027,66,2394,02394.csv,26
2395,[2009. 3. 6. 1. 6. 35.906],24,B0027,68,2396,02396.csv,27
2397,[2009. 3. 6. 5. 46. 35.031],24,B0027,70,2398,02398.csv,28
2399,[2009. 3. 6. 10. 25. 28.937],24,B0027,72,2400,02400.csv,29
2402,[2009. 3. 6. 15. 42. 28.359],24,B0027,75,2403,02403.csv,30
2406,[2009. 3. 19. 12. 55. 26.718],24,B0027,79,2407,02407.csv,31
2408,[2009. 2. 13. 19. 35. 35.093],24,B0028,1,2409,02409.csv,1
2411,[2009. 2. 14. 1. 2. 23.062],24,B0028,4,2412,02412.csv,2
2413,[2009. 2. 14. 5. 53. 30.656],24,B0028,6,2414,02414.csv,3
2415,[2009. 2. 14. 10. 44. 11.093],24,B0028,8,2416,02416.csv,4
2417,[2009. 2. 14. 15. 34. 35.156],24,B0028,10,2418,02418.csv,5
2420,[2009. 2. 14. 21. 0. 31.546],24,B0028,13,2421,02421.csv,6
2424,[2009. 2. 18. 13. 12. 53.640],24,B0028,17,2425,02425.csv,7
2427,[2009. 2. 18. 18. 38. 22.812],24,B0028,20,2428,02428.csv,8
2428,[2009. 2. 18. 22. 20. 1.140],24,B0028,21,2429,02429.csv,9
2430,[2009. 2. 19. 2. 41. 52.140],24,B0028,23,2431,02431.csv,10
2432,[2009. 2. 19. 7. 27. 48.015],24,B0028,25,2433,02433.csv,11
2435,[2009. 2. 19. 12. 49. 48.921],24,B0028,28,2436,02436.csv,12
2439,[2009. 2. 20. 12. 8. 44.968],24,B0028,32,2440,02440.csv,13
2442,[2009. 2. 20. 17. 32. 10.968],24,B0028,35,2443,02443.csv,14
2444,[2009. 2. 20. 22. 15. 30.718],24,B0028,37,2445,02445.csv,15
2446,[2009. 2. 21. 3. 1. 18.140],24,B0028,39,2447,02447.csv,16
2448,[2009. 2. 21. 7. 45. 7.250],24,B0028,41,2449,02449.csv,17
2451,[2009. 2. 21. 13. 6. 17.500],24,B0028,44,2452,02452.csv,18
2455,[2009. 3. 2. 18. 52. 27.046],24,B0028,48,2456,02456.csv,19
2458,[2009. 3. 3. 0. 7. 20.781],24,B0028,51,2459,02459.csv,20
2460,[2009. 3. 3. 4. 47. 3.484],24,B0028,53,2461,02461.csv,21
2462,[2009. 3. 3. 9. 26. 17.984],24,B0028,55,2463,02463.csv,22
2464,[2009. 3. 3. 14. 5. 44.218],24,B0028,57,2465,02465.csv,23
2467,[2009. 3. 3. 19. 21. 23.546],24,B0028,60,2468,02468.csv,24
2470,[2009. 3. 5. 15. 57. 39.484],24,B0028,63,2471,02471.csv,25
2473,[2009. 3. 5. 20. 27. 37.359],24,B0028,66,2474,02474.csv,26
2475,[2009. 3. 6. 1. 6. 35.906],24,B0028,68,2476,02476.csv,27
2477,[2009. 3. 6. 5. 46. 35.031],24,B0028,70,2478,02478.csv,28
2479,[2009. 3. 6. 10. 25. 28.937],24,B0028,72,2480,02480.csv,29
2482,[2009. 3. 6. 15. 42. 28.359],24,B0028,75,2483,02483.csv,30
2486,[2009. 3. 19. 12. 55. 26.718],24,B0028,79,2487,02487.csv,31
2489,[2009. 4. 7. 16. 58. 34.156],43,B0029,2,2490,02490.csv,1
2491,[2009. 4. 7. 20. 14. 29.375],43,B0029,4,2492,02492.csv,2
2493,[2009. 4. 7. 23. 28. 3.703],43,B0029,6,2494,02494.csv,3
2495,[2009. 4. 8. 2. 41. 7.921],43,B0029,8,2496,02496.csv,4
2498,[2009. 4. 8. 6. 28. 36.156],43,B0029,11,2499,02499.csv,5
2501,[2009. 4. 9. 10. 54. 17.390],43,B0029,14,2502,02502.csv,6
2503,[2009. 4. 9. 14. 3. 18.031],43,B0029,16,2504,02504.csv,7
2505,[2009. 4. 9. 17. 11. 50.437],43,B0029,18,2506,02506.csv,8
2507,[2009. 4. 9. 20. 19. 45.546],43,B0029,20,2508,02508.csv,9
2510,[2009. 4. 10. 0. 2. 46.968],43,B0029,23,2511,02511.csv,10
2513,[2009. 4. 10. 13. 17. 58.593],43,B0029,26,2514,02514.csv,11
2515,[2009. 4. 10. 16. 23. 10.515],43,B0029,28,2516,02516.csv,12
2517,[2009. 4. 10. 19. 27. 45.515],43,B0029,30,2518,02518.csv,13
2519,[2009. 4. 10. 22. 31. 53.968],43,B0029,32,2520,02520.csv,14
2522,[2009. 4. 11. 2. 12. 36.406],43,B0029,35,2523,02523.csv,15
2525,[2009. 4. 13. 10. 20. 8.484],43,B0029,38,2526,02526.csv,16
2527,[2009. 4. 13. 13. 24. 13.625],43,B0029,40,2528,02528.csv,17
2529,[2009. 4. 13. 16. 28. 34.562],43,B0029,42,2530,02530.csv,18
2531,[2009. 4. 13. 19. 33. 4.687],43,B0029,44,2532,02532.csv,19
2534,[2009. 4. 13. 23. 13. 50.234],43,B0029,47,2535,02535.csv,20
2537,[2009. 4. 14. 11. 1. 49.609],43,B0029,50,2538,02538.csv,21
2539,[2009. 4. 14. 14. 4. 40.828],43,B0029,52,2540,02540.csv,22
2541,[2009. 4. 14. 17. 7. 34.421],43,B0029,54,2542,02542.csv,23
2543,[2009. 4. 14. 20. 10. 51.968],43,B0029,56,2544,02544.csv,24
2546,[2009. 4. 14. 23. 49. 38.500],43,B0029,59,2547,02547.csv,25
2549,[2009. 4. 15. 15. 26. 47.046],43,B0029,62,2550,02550.csv,26
2551,[2009. 4. 15. 18. 29. 47.312],43,B0029,64,2552,02552.csv,27
2553,[2009. 4. 15. 21. 30. 55.250],43,B0029,66,2554,02554.csv,28
2555,[2009. 4. 16. 0. 32. 43.250],43,B0029,68,2556,02556.csv,29
2558,[2009. 4. 16. 4. 10. 5.609],43,B0029,71,2559,02559.csv,30
2561,[2009. 4. 16. 10. 41. 20.125],43,B0029,74,2562,02562.csv,31
2563,[2009. 4. 16. 13. 42. 26.171],43,B0029,76,2564,02564.csv,32
2565,[2009. 4. 16. 16. 43. 53.531],43,B0029,78,2566,02566.csv,33
2567,[2009. 4. 16. 19. 44. 53.671],43,B0029,80,2568,02568.csv,34
2570,[2009. 4. 16. 23. 20. 24.234],43,B0029,83,2571,02571.csv,35
2573,[2009. 4. 17. 10. 13. 13.906],43,B0029,86,2574,02574.csv,36
2575,[2009. 4. 17. 13. 14. 1.937],43,B0029,88,2576,02576.csv,37
2577,[2009. 4. 17. 16. 14. 10.328],43,B0029,90,2578,02578.csv,38
2579,[2009. 4. 17. 19. 14. 44.062],43,B0029,92,2580,02580.csv,39
2582,[2009. 4. 17. 22. 49. 14.125],43,B0029,95,2583,02583.csv,40
2586,[2009. 4. 7. 16. 58. 34.156],43,B0030,2,2587,02587.csv,1
2588,[2009. 4. 7. 20. 14. 29.375],43,B0030,4,2589,02589.csv,2
2590,[2009. 4. 7. 23. 28. 3.703],43,B0030,6,2591,02591.csv,3
2592,[2009. 4. 8. 2. 41. 7.921],43,B0030,8,2593,02593.csv,4
2595,[2009. 4. 8. 6. 28. 36.156],43,B0030,11,2596,02596.csv,5
2598,[2009. 4. 9. 10. 54. 17.390],43,B0030,14,2599,02599.csv,6
2600,[2009. 4. 9. 14. 3. 18.031],43,B0030,16,2601,02601.csv,7
2602,[2009. 4. 9. 17. 11. 50.437],43,B0030,18,2603,02603.csv,8
2604,[2009. 4. 9. 20. 19. 45.546],43,B0030,20,2605,02605.csv,9
2607,[2009. 4. 10. 0. 2. 46.968],43,B0030,23,2608,02608.csv,10
2610,[2009. 4. 10. 13. 17. 58.593],43,B0030,26,2611,02611.csv,11
2612,[2009. 4. 10. 16. 23. 10.515],43,B0030,28,2613,02613.csv,12
2614,[2009. 4. 10. 19. 27. 45.515],43,B0030,30,2615,02615.csv,13
2616,[2009. 4. 10. 22. 31. 53.968],43,B0030,32,2617,02617.csv,14
2619,[2009. 4. 11. 2. 12. 36.406],43,B0030,35,2620,02620.csv,15
2622,[2009. 4. 13. 10. 20. 8.484],43,B0030,38,2623,02623.csv,16
2624,[2009. 4. 13. 13. 24. 13.625],43,B0030,40,2625,02625.csv,17
2626,[2009. 4. 13. 16. 28. 34.562],43,B0030,42,2627,02627.csv,18
2628,[2009. 4. 13. 19. 33. 4.687],43,B0030,44,2629,02629.csv,19
2631,[2009. 4. 13. 23. 13. 50.234],43,B0030,47,2632,02632.csv,20
2634,[2009. 4. 14. 11. 1. 49.609],43,B0030,50,2635,02635.csv,21
2636,[2009. 4. 14. 14. 4. 40.828],43,B0030,52,2637,02637.csv,22
2638,[2009. 4. 14. 17. 7. 34.421],43,B0030,54,2639,02639.csv,23
2640,[2009. 4. 14. 20. 10. 51.968],43,B0030,56,2641,02641.csv,24
2643,[2009. 4. 14. 23. 49. 38.500],43,B0030,59,2644,02644.csv,25
2646,[2009. 4. 15. 15. 26. 47.046],43,B0030,62,2647,02647.csv,26
2648,[2009. 4. 15. 18. 29. 47.312],43,B0030,64,2649,02649.csv,27
2650,[2009. 4. 15. 21. 30. 55.250],43,B0030,66,2651,02651.csv,28
2652,[2009. 4. 16. 0. 32. 43.250],43,B0030,68,2653,02653.csv,29
2655,[2009. 4. 16. 4. 10. 5.609],43,B0030,71,2656,02656.csv,30
2658,[2009. 4. 16. 10. 41. 20.125],43,B0030,74,2659,02659.csv,31
2660,[2009. 4. 16. 13. 42. 26.171],43,B0030,76,2661,02661.csv,32
2662,[2009. 4. 16. 16. 43. 53.531],43,B0030,78,2663,02663.csv,33
2664,[2009. 4. 16. 19. 44. 53.671],43,B0030,80,2665,02665.csv,34
2667,[2009. 4. 16. 23. 20. 24.234],43,B0030,83,2668,02668.csv,35
2670,[2009. 4. 17. 10. 13. 13.906],43,B0030,86,2671,02671.csv,36
2672,[2009. 4. 17. 13. 14. 1.937],43,B0030,88,2673,02673.csv,37
2674,[2009. 4. 17. 16. 14. 10.328],43,B0030,90,2675,02675.csv,38
2676,[2009. 4. 17. 19. 14. 44.062],43,B0030,92,2677,02677.csv,39
2679,[2009. 4. 17. 22. 49. 14.125],43,B0030,95,2680,02680.csv,40
2683,[2009. 4. 7. 16. 58. 34.156],43,B0031,2,2684,02684.csv,1
2685,[2009. 4. 7. 20. 14. 29.375],43,B0031,4,2686,02686.csv,2
2687,[2009. 4. 7. 23. 28. 3.703],43,B0031,6,2688,02688.csv,3
2689,[2009. 4. 8. 2. 41. 7.921],43,B0031,8,2690,02690.csv,4
2692,[2009. 4. 8. 6. 28. 36.156],43,B0031,11,2693,02693.csv,5
2695,[2009. 4. 9. 10. 54. 17.390],43,B0031,14,2696,02696.csv,6
2697,[2009. 4. 9. 14. 3. 18.031],43,B0031,16,2698,02698.csv,7
2699,[2009. 4. 9. 17. 11. 50.437],43,B0031,18,2700,02700.csv,8
2701,[2009. 4. 9. 20. 19. 45.546],43,B0031,20,2702,02702.csv,9
2704,[2009. 4. 10. 0. 2. 46.968],43,B0031,23,2705,02705.csv,10
2707,[2009. 4. 10. 13. 17. 58.593],43,B0031,26,2708,02708.csv,11
2709,[2009. 4. 10. 16. 23. 10.515],43,B0031,28,2710,02710.csv,12
2711,[2009. 4. 10. 19. 27. 45.515],43,B0031,30,2712,02712.csv,13
2713,[2009. 4. 10. 22. 31. 53.968],43,B0031,32,2714,02714.csv,14
2716,[2009. 4. 11. 2. 12. 36.406],43,B0031,35,2717,02717.csv,15
2719,[2009. 4. 13. 10. 20. 8.484],43,B0031,38,2720,02720.csv,16
2721,[2009. 4. 13. 13. 24. 13.625],43,B0031,40,2722,02722.csv,17
2723,[2009. 4. 13. 16. 28. 34.562],43,B0031,42,2724,02724.csv,18
2725,[2009. 4. 13. 19. 33. 4.687],43,B0031,44,2726,02726.csv,19
2728,[2009. 4. 13. 23. 13. 50.234],43,B0031,47,2729,02729.csv,20
2731,[2009. 4. 14. 11. 1. 49.609],43,B0031,50,2732,02732.csv,21
2733,[2009. 4. 14. 14. 4. 40.828],43,B0031,52,2734,02734.csv,22
2735,[2009. 4. 14. 17. 7. 34.421],43,B0031,54,2736,02736.csv,23
2737,[2009. 4. 14. 20. 10. 51.968],43,B0031,56,2738,02738.csv,24
2740,[2009. 4. 14. 23. 49. 38.500],43,B0031,59,2741,02741.csv,25
2743,[2009. 4. 15. 15. 26. 47.046],43,B0031,62,2744,02744.csv,26
2745,[2009. 4. 15. 18. 29. 47.312],43,B0031,64,2746,02746.csv,27
2747,[2009. 4. 15. 21. 30. 55.250],43,B0031,66,2748,02748.csv,28
2749,[2009. 4. 16. 0. 32. 43.250],43,B0031,68,2750,02750.csv,29
2752,[2009. 4. 16. 4. 10. 5.609],43,B0031,71,2753,02753.csv,30
2755,[2009. 4. 16. 10. 41. 20.125],43,B0031,74,2756,02756.csv,31
2757,[2009. 4. 16. 13. 42. 26.171],43,B0031,76,2758,02758.csv,32
2759,[2009. 4. 16. 16. 43. 53.531],43,B0031,78,2760,02760.csv,33
2761,[2009. 4. 16. 19. 44. 53.671],43,B0031,80,2762,02762.csv,34
2764,[2009. 4. 16. 23. 20. 24.234],43,B0031,83,2765,02765.csv,35
2767,[2009. 4. 17. 10. 13. 13.906],43,B0031,86,2768,02768.csv,36
2769,[2009. 4. 17. 13. 14. 1.937],43,B0031,88,2770,02770.csv,37
2771,[2009. 4. 17. 16. 14. 10.328],43,B0031,90,2772,02772.csv,38
2773,[2009. 4. 17. 19. 14. 44.062],43,B0031,92,2774,02774.csv,39
2776,[2009. 4. 17. 22. 49. 14.125],43,B0031,95,2777,02777.csv,40
2780,[2009. 4. 7. 16. 58. 34.156],43,B0032,2,2781,02781.csv,1
2782,[2009. 4. 7. 20. 14. 29.375],43,B0032,4,2783,02783.csv,2
2784,[2009. 4. 7. 23. 28. 3.703],43,B0032,6,2785,02785.csv,3
2786,[2009. 4. 8. 2. 41. 7.921],43,B0032,8,2787,02787.csv,4
2789,[2009. 4. 8. 6. 28. 36.156],43,B0032,11,2790,02790.csv,5
2792,[2009. 4. 9. 10. 54. 17.390],43,B0032,14,2793,02793.csv,6
2794,[2009. 4. 9. 14. 3. 18.031],43,B0032,16,2795,02795.csv,7
2796,[2009. 4. 9. 17. 11. 50.437],43,B0032,18,2797,02797.csv,8
2798,[2009. 4. 9. 20. 19. 45.546],43,B0032,20,2799,02799.csv,9
2801,[2009. 4. 10. 0. 2. 46.968],43,B0032,23,2802,02802.csv,10
2804,[2009. 4. 10. 13. 17. 58.593],43,B0032,26,2805,02805.csv,11
2806,[2009. 4. 10. 16. 23. 10.515],43,B0032,28,2807,02807.csv,12
2808,[2009. 4. 10. 19. 27. 45.515],43,B0032,30,2809,02809.csv,13
2810,[2009. 4. 10. 22. 31. 53.968],43,B0032,32,2811,02811.csv,14
2813,[2009. 4. 11. 2. 12. 36.406],43,B0032,35,2814,02814.csv,15
2816,[2009. 4. 13. 10. 20. 8.484],43,B0032,38,2817,02817.csv,16
2818,[2009. 4. 13. 13. 24. 13.625],43,B0032,40,2819,02819.csv,17
2820,[2009. 4. 13. 16. 28. 34.562],43,B0032,42,2821,02821.csv,18
2822,[2009. 4. 13. 19. 33. 4.687],43,B0032,44,2823,02823.csv,19
2825,[2009. 4. 13. 23. 13. 50.234],43,B0032,47,2826,02826.csv,20
2828,[2009. 4. 14. 11. 1. 49.609],43,B0032,50,2829,02829.csv,21
2830,[2009. 4. 14. 14. 4. 40.828],43,B0032,52,2831,02831.csv,22
2832,[2009. 4. 14. 17. 7. 34.421],43,B0032,54,2833,02833.csv,23
2834,[2009. 4. 14. 20. 10. 51.968],43,B0032,56,2835,02835.csv,24
2837,[2009. 4. 14. 23. 49. 38.500],43,B0032,59,2838,02838.csv,25
2840,[2009. 4. 15. 15. 26. 47.046],43,B0032,62,2841,02841.csv,26
2842,[2009. 4. 15. 18. 29. 47.312],43,B0032,64,2843,02843.csv,27
2844,[2009. 4. 15. 21. 30. 55.250],43,B0032,66,2845,02845.csv,28
2846,[2009. 4. 16. 0. 32. 43.250],43,B0032,68,2847,02847.csv,29
2849,[2009. 4. 16. 4. 10. 5.609],43,B0032,71,2850,02850.csv,30
2852,[2009. 4. 16. 10. 41. 20.125],43,B0032,74,2853,02853.csv,31
2854,[2009. 4. 16. 13. 42. 26.171],43,B0032,76,2855,02855.csv,32
2856,[2009. 4. 16. 16. 43. 53.531],43,B0032,78,2857,02857.csv,33
2858,[2009. 4. 16. 19. 44. 53.671],43,B0032,80,2859,02859.csv,34
2861,[2009. 4. 16. 23. 20. 24.234],43,B0032,83,2862,02862.csv,35
2864,[2009. 4. 17. 10. 13. 13.906],43,B0032,86,2865,02865.csv,36
2866,[2009. 4. 17. 13. 14. 1.937],43,B0032,88,2867,02867.csv,37
2868,[2009. 4. 17. 16. 14. 10.328],43,B0032,90,2869,02869.csv,38
2870,[2009. 4. 17. 19. 14. 44.062],43,B0032,92,2871,02871.csv,39
2873,[2009. 4. 17. 22. 49. 14.125],43,B0032,95,2874,02874.csv,40
2877,[2009. 6. 19. 18. 25. 58.640],24,B0033,2,2878,02878.csv,1
2880,[2009. 6. 19. 22. 58. 30.843],24,B0033,5,2881,02881.csv,2
2882,[2009. 6. 20. 2. 55. 25.265],24,B0033,7,2883,02883.csv,3
2884,[2009. 6. 20. 6. 51. 23.171],24,B0033,9,2885,02885.csv,4
2886,[2009. 6. 20. 10. 46. 8.984],24,B0033,11,2887,02887.csv,5
2889,[2009. 6. 20. 15. 18. 25.765],24,B0033,14,2890,02890.csv,6
2892,[2009. 6. 20. 19. 50. 37.765],24,B0033,17,2893,02893.csv,7
2894,[2009. 6. 20. 23. 47. 6.421],24,B0033,19,2895,02895.csv,8
2896,[2009. 6. 21. 3. 43. 37.421],24,B0033,21,2897,02897.csv,9
2898,[2009. 6. 21. 7. 40. 1.625],24,B0033,23,2899,02899.csv,10
2901,[2009. 6. 21. 12. 12. 7.046],24,B0033,26,2902,02902.csv,11
2904,[2009. 6. 21. 16. 44. 12.312],24,B0033,29,2905,02905.csv,12
2906,[2009. 6. 21. 20. 40. 28.906],24,B0033,31,2907,02907.csv,13
2908,[2009. 6. 22. 0. 36. 42.578],24,B0033,33,2909,02909.csv,14
2910,[2009. 6. 22. 4. 32. 51.750],24,B0033,35,2911,02911.csv,15
2913,[2009. 6. 22. 9. 4. 49.718],24,B0033,38,2914,02914.csv,16
2916,[2009. 6. 22. 13. 36. 56.609],24,B0033,41,2917,02917.csv,17
2918,[2009. 6. 22. 17. 33. 30.843],24,B0033,43,2919,02919.csv,18
2920,[2009. 6. 22. 21. 29. 47.796],24,B0033,45,2921,02921.csv,19
2922,[2009. 6. 23. 1. 25. 50.515],24,B0033,47,2923,02923.csv,20
2925,[2009. 6. 23. 5. 57. 28.093],24,B0033,50,2926,02926.csv,21
2929,[2009. 6. 26. 17. 0. 29.625],24,B0033,54,2930,02930.csv,22
2932,[2009. 6. 26. 21. 28. 1.531],24,B0033,57,2933,02933.csv,23
2934,[2009. 6. 27. 1. 23. 59.218],24,B0033,59,2935,02935.csv,24
2936,[2009. 6. 27. 5. 20. 35.984],24,B0033,61,2937,02937.csv,25
2938,[2009. 6. 27. 9. 17. 4.250],24,B0033,63,2939,02939.csv,26
2941,[2009. 6. 27. 13. 49. 9.515],24,B0033,66,2942,02942.csv,27
2944,[2009. 6. 27. 18. 21. 18.234],24,B0033,69,2945,02945.csv,28
2946,[2009. 6. 27. 22. 17. 17.406],24,B0033,71,2947,02947.csv,29
2948,[2009. 6. 28. 2. 13. 30.812],24,B0033,73,2949,02949.csv,30
2950,[2009. 6. 28. 6. 9. 35.093],24,B0033,75,2951,02951.csv,31
2953,[2009. 6. 28. 10. 41. 7.187],24,B0033,78,2954,02954.csv,32
2956,[2009. 6. 28. 15. 12. 50.796],24,B0033,81,2957,02957.csv,33
2958,[2009. 6. 28. 19. 8. 0.671],24,B0033,83,2959,02959.csv,34
2960,[2009. 6. 28. 23. 2. 27.281],24,B0033,85,2961,02961.csv,35
2962,[2009. 6. 29. 2. 58. 13.109],24,B0033,87,2963,02963.csv,36
2965,[2009. 6. 29. 7. 29. 18.390],24,B0033,90,2966,02966.csv,37
2968,[2009. 6. 29. 12. 1. 7.828],24,B0033,93,2969,02969.csv,38
2970,[2009. 6. 29. 15. 54. 32.859],24,B0033,95,2971,02971.csv,39
2972,[2009. 6. 29. 19. 45. 14.390],24,B0033,97,2973,02973.csv,40
2974,[2009. 6. 29. 23. 38. 55.953],24,B0033,99,2975,02975.csv,41
2977,[2009. 6. 30. 4. 6. 30.343],24,B0033,102,2978,02978.csv,42
2981,[2009. 7. 1. 12. 45. 34.265],24,B0033,106,2982,02982.csv,43
2984,[2009. 7. 1. 17. 13. 7.140],24,B0033,109,2985,02985.csv,44
2986,[2009. 7. 1. 21. 4. 46.796],24,B0033,111,2987,02987.csv,45
2989,[2009. 7. 14. 17. 52. 0.531],24,B0033,114,2990,02990.csv,46
2992,[2009. 7. 14. 22. 18. 36.765],24,B0033,117,2993,02993.csv,47
2994,[2009. 7. 15. 2. 10. 47.203],24,B0033,119,2995,02995.csv,48
2996,[2009. 7. 15. 6. 3. 37.218],24,B0033,121,2997,02997.csv,49
2998,[2009. 7. 15. 9. 59. 39.609],24,B0033,123,2999,02999.csv,50
3001,[2009. 7. 15. 14. 28. 16.687],24,B0033,126,3002,03002.csv,51
3004,[2009. 7. 15. 18. 55. 33.765],24,B0033,129,3005,03005.csv,52
3006,[2009. 7. 15. 22. 47. 13.640],24,B0033,131,3007,03007.csv,53
3008,[2009. 7. 16. 2. 39. 19.406],24,B0033,133,3009,03009.csv,54
3010,[2009. 7. 16. 6. 31. 53.453],24,B0033,135,3011,03011.csv,55
3013,[2009. 7. 16. 10. 59. 21.234],24,B0033,138,3014,03014.csv,56
