,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number
4081,[2009. 7. 28. 10. 9. 52.296],24,B0036,234,4082,04082.csv,1.7007774858498304,96
4083,[2009. 7. 28. 14. 3. 56.171],24,B0036,236,4084,04084.csv,1.6971104467944576,97
4087,[2009. 7. 28. 19. 9. 29.828],24,B0036,240,4088,04088.csv,1.6997924522951835,98
4089,[2009. 7. 28. 23. 2. 26.656],24,B0036,242,4090,04090.csv,1.691270477395412,99
4091,[2009. 7. 29. 2. 56. 24.125],24,B0036,244,4092,04092.csv,1.6857127009469863,100
4093,[2009. 7. 29. 6. 50. 26.906],24,B0036,246,4094,04094.csv,1.6832093771286156,101
4095,[2009. 7. 29. 10. 44. 27.906],24,B0036,248,4096,04096.csv,1.692886364169521,102
4099,[2009. 7. 29. 15. 50. 33.843],24,B0036,252,4100,04100.csv,1.6984668174144633,103
4101,[2009. 7. 29. 19. 41. 4.109],24,B0036,254,4102,04102.csv,1.6935813413828429,104
4103,[2009. 7. 29. 23. 34. 17.859],24,B0036,256,4104,04104.csv,1.6830951253781283,105
4105,[2009. 7. 30. 3. 28. 18.171],24,B0036,258,4106,04106.csv,1.6850462226942986,106
4107,[2009. 7. 30. 7. 22. 22.187],24,B0036,260,4108,04108.csv,1.6803098840017598,107
4111,[2009. 7. 30. 12. 28. 5.953],24,B0036,264,4112,04112.csv,1.6944038437227715,108
4113,[2009. 7. 30. 16. 19. 5.437],24,B0036,266,4114,04114.csv,1.6955686127180103,109
4115,[2009. 7. 30. 20. 9. 43.296],24,B0036,268,4116,04116.csv,1.6841854728350405,110
4117,[2009. 7. 31. 0. 3. 7.406],24,B0036,270,4118,04118.csv,1.6722180144870118,111
4119,[2009. 7. 31. 3. 56. 28.390],24,B0036,272,4120,04120.csv,1.6675976965747183,112
4123,[2009. 7. 31. 9. 1. 51.906],24,B0036,276,4124,04124.csv,1.6781873787039017,113
4125,[2009. 7. 31. 15. 42. 0.562],24,B0036,278,4126,04126.csv,2.444062432078656,114
4129,[2009. 7. 31. 21. 3. 2.062],24,B0036,282,4130,04130.csv,1.6913403148932205,115
4131,[2009. 8. 1. 0. 54. 40.031],24,B0036,284,4132,04132.csv,1.6802787096613283,116
4133,[2009. 8. 1. 4. 46. 48.453],24,B0036,286,4134,04134.csv,1.673147301023026,117
4135,[2009. 8. 1. 8. 40. 39.031],24,B0036,288,4136,04136.csv,1.6704292090032429,118
4137,[2009. 8. 1. 12. 33. 32.734],24,B0036,290,4138,04138.csv,1.6659903350115992,119
4141,[2009. 8. 1. 17. 38. 48.781],24,B0036,294,4142,04142.csv,1.664241575272447,120
4143,[2009. 8. 1. 21. 30. 33.968],24,B0036,296,4144,04144.csv,1.6668450767774965,121
4145,[2009. 8. 2. 1. 23. 21.296],24,B0036,298,4146,04146.csv,1.6594501560667536,122
4147,[2009. 8. 2. 5. 16. 47.781],24,B0036,300,4148,04148.csv,1.662412523067319,123
4149,[2009. 8. 2. 9. 10. 15.046],24,B0036,302,4150,04150.csv,1.66035260832257,124
4153,[2009. 8. 2. 14. 15. 27.171],24,B0036,306,4154,04154.csv,1.6610231379633236,125
4155,[2009. 8. 2. 18. 8. 54.375],24,B0036,308,4156,04156.csv,1.6575187557321611,126
4157,[2009. 8. 2. 22. 2. 10.046],24,B0036,310,4158,04158.csv,1.6507877959674548,127
4159,[2009. 8. 3. 1. 55. 22.875],24,B0036,312,4160,04160.csv,1.653257006211014,128
4161,[2009. 8. 3. 5. 48. 39.625],24,B0036,314,4162,04162.csv,1.6494214846772686,129
4165,[2009. 8. 3. 10. 53. 34.968],24,B0036,318,4166,04166.csv,1.6678591915666705,130
4167,[2009. 8. 3. 14. 44. 14.312],24,B0036,320,4168,04168.csv,1.670862764324967,131
4169,[2009. 8. 3. 18. 38. 5.890],24,B0036,322,4170,04170.csv,1.6658118164053368,132
4171,[2009. 8. 3. 22. 31. 42.515],24,B0036,324,4172,04172.csv,1.6532998517617,133
4173,[2009. 8. 4. 2. 24. 55.453],24,B0036,326,4174,04174.csv,1.6468787023528522,134
4177,[2009. 8. 5. 10. 47. 54.890],24,B0036,330,4178,04178.csv,1.6718953249703756,135
4181,[2009. 8. 5. 15. 53. 12.468],24,B0036,334,4182,04182.csv,1.6807743463585727,136
4183,[2009. 8. 5. 19. 44. 54.078],24,B0036,336,4184,04184.csv,1.6737717086703074,137
4185,[2009. 8. 5. 23. 38. 49.906],24,B0036,338,4186,04186.csv,1.6605773762487392,138
4187,[2009. 8. 6. 3. 32. 21.312],24,B0036,340,4188,04188.csv,1.655987781146086,139
4189,[2009. 8. 6. 7. 22. 48.562],24,B0036,342,4190,04190.csv,1.646862318389844,140
4193,[2009. 8. 6. 12. 25. 17.046],24,B0036,346,4194,04194.csv,1.6574621175432849,141
4195,[2009. 8. 6. 16. 13. 25.921],24,B0036,348,4196,04196.csv,1.6603991175216894,142
4197,[2009. 8. 6. 20. 0. 59.562],24,B0036,350,4198,04198.csv,1.6460789092837111,143
4199,[2009. 8. 6. 23. 49. 34.390],24,B0036,352,4200,04200.csv,1.6408366462659327,144
4201,[2009. 8. 7. 3. 40. 19.734],24,B0036,354,4202,04202.csv,1.63444089202816,145
4205,[2009. 8. 7. 8. 44. 36.250],24,B0036,358,4206,04206.csv,1.6374039186504212,146
4207,[2009. 8. 7. 12. 32. 22.343],24,B0036,360,4208,04208.csv,1.64738207540524,147
4209,[2009. 8. 7. 16. 20. 49.765],24,B0036,362,4210,04210.csv,1.6545646441622357,148
4211,[2009. 8. 7. 20. 14. 10.406],24,B0036,364,4212,04212.csv,1.640896560729935,149
4213,[2009. 8. 8. 0. 7. 5.125],24,B0036,366,4214,04214.csv,1.6265229979339637,150
4217,[2009. 8. 8. 5. 11. 27.593],24,B0036,370,4218,04218.csv,1.6217349144630455,151
4219,[2009. 8. 8. 9. 3. 54.812],24,B0036,372,4220,04220.csv,1.6248200059639546,152
4221,[2009. 8. 8. 12. 56. 26.703],24,B0036,374,4222,04222.csv,1.61880119736137,153
4223,[2009. 8. 8. 16. 48. 44.937],24,B0036,376,4224,04224.csv,1.6137350490334217,154
4225,[2009. 8. 8. 20. 40. 51.687],24,B0036,378,4226,04226.csv,1.612012823654141,155
4229,[2009. 8. 17. 13. 8. 30.968],24,B0036,382,4230,04230.csv,1.6671032556887178,156
4233,[2009. 8. 17. 18. 14. 9.375],24,B0036,386,4234,04234.csv,1.6850133383886254,157
4235,[2009. 8. 17. 22. 6. 54.109],24,B0036,388,4236,04236.csv,1.6786654987614698,158
4237,[2009. 8. 18. 2. 1. 3.312],24,B0036,390,4238,04238.csv,1.6729763502191373,159
4239,[2009. 8. 18. 5. 55. 2.015],24,B0036,392,4240,04240.csv,1.666489034299654,160
4241,[2009. 8. 18. 9. 48. 49.640],24,B0036,394,4242,04242.csv,1.6698420840710908,161
4245,[2009. 8. 18. 14. 54. 37.937],24,B0036,398,4246,04246.csv,1.6746744228027035,162
4247,[2009. 8. 18. 18. 45. 24.703],24,B0036,400,4248,04248.csv,1.6665045335145643,163
4249,[2009. 8. 18. 22. 39. 17.609],24,B0036,402,4250,04250.csv,1.652222084834727,164
4251,[2009. 8. 19. 2. 32. 38.625],24,B0036,404,4252,04252.csv,1.6462718275099526,165
4253,[2009. 8. 19. 6. 25. 55.265],24,B0036,406,4254,04254.csv,1.642399234692521,166
4257,[2009. 8. 19. 11. 30. 52.687],24,B0036,410,4258,04258.csv,1.651178607099992,167
4259,[2009. 8. 19. 15. 24. 12.875],24,B0036,412,4260,04260.csv,1.6481683120281931,168
4261,[2009. 8. 19. 19. 17. 33.312],24,B0036,414,4262,04262.csv,1.6478887725428395,169
4263,[2009. 8. 19. 23. 10. 50.875],24,B0036,416,4264,04264.csv,1.635843650915682,170
4265,[2009. 8. 20. 3. 3. 46.687],24,B0036,418,4266,04266.csv,1.6332362811945516,171
4269,[2009. 8. 20. 8. 8. 26.703],24,B0036,422,4270,04270.csv,1.629926467682987,172
4271,[2009. 8. 20. 12. 1. 9.546],24,B0036,424,4272,04272.csv,1.6387862629287224,173
4273,[2009. 8. 20. 15. 51. 55.171],24,B0036,426,4274,04274.csv,1.6359654863840771,174
4275,[2009. 8. 20. 19. 42. 35.546],24,B0036,428,4276,04276.csv,1.631137043967566,175
4277,[2009. 8. 20. 23. 35. 23.250],24,B0036,430,4278,04278.csv,1.6220189720888465,176
4281,[2009. 8. 21. 17. 59. 25.484],24,B0036,434,4282,04282.csv,1.6416044978422155,177
4285,[2009. 8. 21. 23. 4. 26.375],24,B0036,438,4286,04286.csv,1.6253090231457803,178
4287,[2009. 8. 22. 2. 57. 6.984],24,B0036,440,4288,04288.csv,1.6196134522239485,179
4289,[2009. 8. 22. 6. 49. 38.890],24,B0036,442,4290,04290.csv,1.6124236174774371,180
4291,[2009. 8. 22. 10. 41. 58.171],24,B0036,444,4292,04292.csv,1.6077701029913394,181
4293,[2009. 8. 22. 14. 34. 5.875],24,B0036,446,4294,04294.csv,1.6088077531981582,182
4297,[2009. 8. 22. 19. 38. 7.906],24,B0036,450,4298,04298.csv,1.6083556258734268,183
4299,[2009. 8. 22. 23. 30. 19.437],24,B0036,452,4300,04300.csv,1.606820251901154,184
4301,[2009. 8. 23. 3. 22. 24.156],24,B0036,454,4302,04302.csv,1.601770977206713,185
4303,[2009. 8. 23. 7. 14. 19.109],24,B0036,456,4304,04304.csv,1.594911734692208,186
4305,[2009. 8. 23. 11. 6. 6.546],24,B0036,458,4306,04306.csv,1.5938139125387372,187
4309,[2009. 8. 23. 16. 9. 49.296],24,B0036,462,4310,04310.csv,1.5920273129504596,188
4311,[2009. 8. 23. 20. 1. 32.500],24,B0036,464,4312,04312.csv,1.5847361549778751,189
4313,[2009. 8. 23. 23. 53. 2.437],24,B0036,466,4314,04314.csv,1.5763429363936798,190
4315,[2009. 8. 24. 3. 44. 13.046],24,B0036,468,4316,04316.csv,1.5720229174642286,191
4317,[2009. 8. 24. 7. 35. 22.546],24,B0036,470,4318,04318.csv,1.5729874285512353,192
4321,[2009. 8. 24. 12. 38. 30.390],24,B0036,474,4322,04322.csv,1.596985400389019,193
4323,[2009. 8. 24. 16. 30. 26.734],24,B0036,476,4324,04324.csv,1.595726023703856,194
4325,[2009. 8. 24. 20. 22. 13.218],24,B0036,478,4326,04326.csv,1.579500338340559,195
4327,[2009. 8. 25. 0. 13. 33.593],24,B0036,480,4328,04328.csv,1.5629469877520186,196
4329,[2009. 8. 25. 4. 4. 24.875],24,B0036,482,4330,04330.csv,1.5591129431541175,197
4333,[2010. 4. 14. 16. 43. 39.921],24,B0038,0,4334,04334.csv,0.8980573709676724,1
4337,[2010. 4. 14. 21. 10. 11.125],24,B0038,4,4338,04338.csv,1.1026236331914077,2
4339,[2010. 4. 15. 0. 37. 31.546],24,B0038,6,4340,04340.csv,1.0885801879473431,3
4341,[2010. 4. 15. 4. 4. 41.296],24,B0038,8,4342,04342.csv,1.0613249847591086,4
4343,[2010. 4. 15. 7. 31. 40.140],24,B0038,10,4344,04344.csv,1.0347062057983545,5
4345,[2010. 4. 15. 10. 58. 27.500],24,B0038,12,4346,04346.csv,1.0269978594353013,6
4349,[2010. 4. 16. 12. 15. 0.281],24,B0038,16,4350,04350.csv,1.078501971098942,7
4353,[2010. 4. 16. 16. 48. 31.734],24,B0038,20,4354,04354.csv,1.0638897478802845,8
4355,[2010. 4. 16. 20. 15. 0.406],24,B0038,22,4356,04356.csv,1.0366551223324425,9
4357,[2010. 4. 16. 23. 41. 13.937],24,B0038,24,4358,04358.csv,1.030941327482094,10
4359,[2010. 4. 17. 3. 7. 6.640],24,B0038,26,4360,04360.csv,1.0140084541034655,11
4361,[2010. 4. 17. 6. 32. 52.968],24,B0038,28,4362,04362.csv,1.008516095994519,12
4365,[2010. 4. 21. 13. 51. 46.531],44,B0038,32,4366,04366.csv,1.7419245088095905,13
4369,[2010. 4. 21. 19. 29. 11.000],44,B0038,36,4370,04370.csv,1.779741859708433,14
4371,[2010. 4. 21. 23. 57. 8.859],44,B0038,38,4372,04372.csv,1.7815666306452766,15
4373,[2010. 4. 22. 4. 30. 34.312],44,B0038,40,4374,04374.csv,1.7834859577156017,16
4375,[2010. 4. 22. 8. 59. 11.468],44,B0038,42,4376,04376.csv,1.7864411650415677,17
4377,[2010. 4. 22. 13. 28. 29.546],44,B0038,44,4378,04378.csv,1.7859997608067948,18
4381,[2010. 4. 23. 16. 52. 59.406],44,B0038,48,4382,04382.csv,1.7769523773001608,19
4385,[2010. 4. 23. 22. 31. 1.000],44,B0038,52,4386,04386.csv,1.781428917321899,20
4387,[2010. 4. 24. 2. 58. 55.031],44,B0038,54,4388,04388.csv,1.7859452772697195,21
4389,[2010. 4. 24. 7. 27. 28.203],44,B0038,56,4390,04390.csv,1.785208429691551,22
4391,[2010. 4. 24. 11. 56. 33.140],44,B0038,58,4392,04392.csv,1.783596609584544,23
4393,[2010. 4. 24. 16. 24. 41.656],44,B0038,60,4394,04394.csv,1.7796783152744713,24
4397,[2010. 4. 24. 22. 5. 41.156],44,B0038,64,4398,04398.csv,1.7841102592788645,25
4399,[2010. 4. 25. 2. 33. 59.171],44,B0038,66,4400,04400.csv,1.7833032331592191,26
4401,[2010. 4. 25. 7. 2. 26.234],44,B0038,68,4402,04402.csv,1.7796186141356956,27
4403,[2010. 4. 25. 11. 31. 4.593],44,B0038,70,4404,04404.csv,1.7816592334352586,28
4405,[2010. 4. 25. 16. 0. 19.781],44,B0038,72,4406,04406.csv,1.7775911304124037,29
4409,[2010. 4. 25. 21. 41. 58.937],44,B0038,76,4410,04410.csv,1.777701881971679,30
4411,[2010. 4. 26. 2. 19. 22.218],44,B0038,78,4412,04412.csv,1.7789547618270618,31
4413,[2010. 4. 26. 6. 50. 42.203],44,B0038,80,4414,04414.csv,1.7807753731135043,32
4415,[2010. 4. 26. 11. 20. 44.750],44,B0038,82,4416,04416.csv,1.778415319026661,33
4417,[2010. 4. 26. 15. 51. 7.953],44,B0038,84,4418,04418.csv,1.7789773899108463,34
4421,[2010. 4. 26. 21. 35. 15.343],44,B0038,88,4422,04422.csv,1.7792479347236043,35
4423,[2010. 4. 27. 2. 5. 41.234],44,B0038,90,4424,04424.csv,1.777920457368508,36
4425,[2010. 4. 27. 6. 36. 5.468],44,B0038,92,4426,04426.csv,1.779227040224144,37
4427,[2010. 4. 27. 11. 7. 40.968],44,B0038,94,4428,04428.csv,1.7760634320079352,38
4429,[2010. 4. 27. 15. 43. 29.625],44,B0038,96,4430,04430.csv,1.775103937963957,39
4433,[2010. 4. 28. 13. 22. 57.656],44,B0038,100,4434,04434.csv,1.733064100138742,40
4437,[2010. 4. 28. 18. 5. 58.859],44,B0038,104,4438,04438.csv,1.7394892806215223,41
4439,[2010. 4. 28. 21. 37. 16.375],44,B0038,106,4440,04440.csv,1.7378064360392924,42
4441,[2010. 4. 29. 1. 8. 33.500],44,B0038,108,4442,04442.csv,1.730028145799833,43
4443,[2010. 4. 29. 4. 39. 21.156],44,B0038,110,4444,04444.csv,1.7290404566542985,44
4445,[2010. 4. 29. 8. 11. 8.671],44,B0038,112,4446,04446.csv,1.7286072907068817,45
4449,[2010. 5. 4. 13. 22. 1.921],44,B0038,116,4450,04450.csv,1.52573884649634,46
4453,[2010. 5. 4. 17. 26. 38.953],44,B0038,120,4454,04454.csv,1.5301475534434217,47
4455,[2010. 4. 14. 16. 43. 39.921],24,B0039,0,4456,04456.csv,0.1190383185934176,1
4459,[2010. 4. 14. 21. 10. 11.125],24,B0039,4,4460,04460.csv,0.4729861500927512,2
4461,[2010. 4. 15. 0. 37. 31.546],24,B0039,6,4462,04462.csv,0.1628079382920206,3
4463,[2010. 4. 15. 4. 4. 41.296],24,B0039,8,4464,04464.csv,0.4787632853388766,4
4465,[2010. 4. 15. 7. 31. 40.140],24,B0039,10,4466,04466.csv,0.4711383364607152,5
4467,[2010. 4. 15. 10. 58. 27.500],24,B0039,12,4468,04468.csv,0.4668172561120673,6
4471,[2010. 4. 16. 12. 15. 0.281],24,B0039,16,4472,04472.csv,0.4699932676625547,7
4475,[2010. 4. 16. 16. 48. 31.734],24,B0039,20,4476,04476.csv,0.4627052684317185,8
4477,[2010. 4. 16. 20. 15. 0.406],24,B0039,22,4478,04478.csv,0.4604944782656097,9
4479,[2010. 4. 16. 23. 41. 13.937],24,B0039,24,4480,04480.csv,0.4412227248835694,10
4481,[2010. 4. 17. 3. 7. 6.640],24,B0039,26,4482,04482.csv,0.4435442194396584,11
4483,[2010. 4. 17. 6. 32. 52.968],24,B0039,28,4484,04484.csv,0.4126655541164234,12
4487,[2010. 4. 21. 13. 51. 46.531],44,B0039,32,4488,04488.csv,1.7461791006389626,13
4491,[2010. 4. 21. 19. 29. 11.000],44,B0039,36,4492,04492.csv,1.7695250734505363,14
4493,[2010. 4. 21. 23. 57. 8.859],44,B0039,38,4494,04494.csv,1.7715391419501945,15
4495,[2010. 4. 22. 4. 30. 34.312],44,B0039,40,4496,04496.csv,1.770625483958279,16
4497,[2010. 4. 22. 8. 59. 11.468],44,B0039,42,4498,04498.csv,1.7704040639447296,17
4499,[2010. 4. 22. 13. 28. 29.546],44,B0039,44,4500,04500.csv,1.769508178880176,18
4503,[2010. 4. 23. 16. 52. 59.406],44,B0039,48,4504,04504.csv,1.7638356274269416,19
4507,[2010. 4. 23. 22. 31. 1.000],44,B0039,52,4508,04508.csv,1.7715725869786123,20
4509,[2010. 4. 24. 2. 58. 55.031],44,B0039,54,4510,04510.csv,1.7701196454489685,21
4511,[2010. 4. 24. 7. 27. 28.203],44,B0039,56,4512,04512.csv,1.766756975286052,22
4513,[2010. 4. 24. 11. 56. 33.140],44,B0039,58,4514,04514.csv,1.7648743629092642,23
4515,[2010. 4. 24. 16. 24. 41.656],44,B0039,60,4516,04516.csv,1.763838685943225,24
4519,[2010. 4. 24. 22. 5. 41.156],44,B0039,64,4520,04520.csv,1.7657225752056789,25
4521,[2010. 4. 25. 2. 33. 59.171],44,B0039,66,4522,04522.csv,1.7645632809383045,26
4523,[2010. 4. 25. 7. 2. 26.234],44,B0039,68,4524,04524.csv,1.7608991948479125,27
4525,[2010. 4. 25. 11. 31. 4.593],44,B0039,70,4526,04526.csv,1.7598362095817717,28
4527,[2010. 4. 25. 16. 0. 19.781],44,B0039,72,4528,04528.csv,1.7590955400143164,29
4531,[2010. 4. 25. 21. 41. 58.937],44,B0039,76,4532,04532.csv,1.7560495443976525,30
4533,[2010. 4. 26. 2. 19. 22.218],44,B0039,78,4534,04534.csv,1.7571677199949287,31
4535,[2010. 4. 26. 6. 50. 42.203],44,B0039,80,4536,04536.csv,1.7558911269459976,32
4537,[2010. 4. 26. 11. 20. 44.750],44,B0039,82,4538,04538.csv,1.7533419072229914,33
4539,[2010. 4. 26. 15. 51. 7.953],44,B0039,84,4540,04540.csv,1.7506673845335168,34
4543,[2010. 4. 26. 21. 35. 15.343],44,B0039,88,4544,04544.csv,1.7510006664162403,35
4545,[2010. 4. 27. 2. 5. 41.234],44,B0039,90,4546,04546.csv,1.7496058853847871,36
4547,[2010. 4. 27. 6. 36. 5.468],44,B0039,92,4548,04548.csv,1.7477359172183355,37
4549,[2010. 4. 27. 11. 7. 40.968],44,B0039,94,4550,04550.csv,1.7444225468099093,38
4551,[2010. 4. 27. 15. 43. 29.625],44,B0039,96,4552,04552.csv,1.743308366083936,39
4555,[2010. 4. 28. 13. 22. 57.656],44,B0039,100,4556,04556.csv,1.6556691733888471,40
4559,[2010. 4. 28. 18. 5. 58.859],44,B0039,104,4560,04560.csv,1.64297669457593,41
4561,[2010. 4. 28. 21. 37. 16.375],44,B0039,106,4562,04562.csv,1.6343822729361266,42
4563,[2010. 4. 29. 1. 8. 33.500],44,B0039,108,4564,04564.csv,1.62650670621656,43
4565,[2010. 4. 29. 4. 39. 21.156],44,B0039,110,4566,04566.csv,1.618865991735961,44
4567,[2010. 4. 29. 8. 11. 8.671],44,B0039,112,4568,04568.csv,1.6114968339209264,45
4571,[2010. 5. 4. 13. 22. 1.921],44,B0039,116,4572,04572.csv,1.3240805773461226,46
4575,[2010. 5. 4. 17. 26. 38.953],44,B0039,120,4576,04576.csv,1.3153386221697692,47
4577,[2010. 4. 14. 16. 43. 39.921],24,B0040,0,4578,04578.csv,0.6734628137095633,1
4581,[2010. 4. 14. 21. 10. 11.125],24,B0040,4,4582,04582.csv,0.7913062105760345,2
4583,[2010. 4. 15. 0. 37. 31.546],24,B0040,6,4584,04584.csv,0.7865824034601745,3
4585,[2010. 4. 15. 4. 4. 41.296],24,B0040,8,4586,04586.csv,0.7795871426061582,4
4587,[2010. 4. 15. 7. 31. 40.140],24,B0040,10,4588,04588.csv,0.7628241523125163,5
4589,[2010. 4. 15. 10. 58. 27.500],24,B0040,12,4590,04590.csv,0.7405021514606399,6
4593,[2010. 4. 16. 12. 15. 0.281],24,B0040,16,4594,04594.csv,0.7783970881100656,7
4597,[2010. 4. 16. 16. 48. 31.734],24,B0040,20,4598,04598.csv,0.7733165409025605,8
4599,[2010. 4. 16. 20. 15. 0.406],24,B0040,22,4600,04600.csv,0.7589575236409498,9
4601,[2010. 4. 16. 23. 41. 13.937],24,B0040,24,4602,04602.csv,0.7407399462256391,10
4603,[2010. 4. 17. 3. 7. 6.640],24,B0040,26,4604,04604.csv,0.7446218752617147,11
4605,[2010. 4. 17. 6. 32. 52.968],24,B0040,28,4606,04606.csv,0.7149875629820736,12
4609,[2010. 4. 21. 13. 51. 46.531],44,B0040,32,4610,04610.csv,1.7075144448533202,13
4613,[2010. 4. 21. 19. 29. 11.000],44,B0040,36,4614,04614.csv,1.730880859428193,14
4615,[2010. 4. 21. 23. 57. 8.859],44,B0040,38,4616,04616.csv,1.7328212845233328,15
4617,[2010. 4. 22. 4. 30. 34.312],44,B0040,40,4618,04618.csv,1.7317734323431513,16
4619,[2010. 4. 22. 8. 59. 11.468],44,B0040,42,4620,04620.csv,1.7341296392350067,17
4621,[2010. 4. 22. 13. 28. 29.546],44,B0040,44,4622,04622.csv,1.7334756929990074,18
4625,[2010. 4. 23. 16. 52. 59.406],44,B0040,48,4626,04626.csv,1.7243057179457877,19
4629,[2010. 4. 23. 22. 31. 1.000],44,B0040,52,4630,04630.csv,1.7318975861687205,20
4631,[2010. 4. 24. 2. 58. 55.031],44,B0040,54,4632,04632.csv,1.7333691208377455,21
4633,[2010. 4. 24. 7. 27. 28.203],44,B0040,56,4634,04634.csv,1.732175650153278,22
4635,[2010. 4. 24. 11. 56. 33.140],44,B0040,58,4636,04636.csv,1.7334832776102866,23
4637,[2010. 4. 24. 16. 24. 41.656],44,B0040,60,4638,04638.csv,1.732372495746513,24
4641,[2010. 4. 24. 22. 5. 41.156],44,B0040,64,4642,04642.csv,1.7338175297202416,25
4643,[2010. 4. 25. 2. 33. 59.171],44,B0040,66,4644,04644.csv,1.7329630786357868,26
4645,[2010. 4. 25. 7. 2. 26.234],44,B0040,68,4646,04646.csv,1.731883908457334,27
4647,[2010. 4. 25. 11. 31. 4.593],44,B0040,70,4648,04648.csv,1.7306960059812662,28
4649,[2010. 4. 25. 16. 0. 19.781],44,B0040,72,4650,04650.csv,1.7296011601947467,29
4653,[2010. 4. 25. 21. 41. 58.937],44,B0040,76,4654,04654.csv,1.7296187381064656,30
4655,[2010. 4. 26. 2. 19. 22.218],44,B0040,78,4656,04656.csv,1.7307198617163877,31
4657,[2010. 4. 26. 6. 50. 42.203],44,B0040,80,4658,04658.csv,1.729274556175907,32
4659,[2010. 4. 26. 11. 20. 44.750],44,B0040,82,4660,04660.csv,1.7297962212599596,33
4661,[2010. 4. 26. 15. 51. 7.953],44,B0040,84,4662,04662.csv,1.7268942069037494,34
4665,[2010. 4. 26. 21. 35. 15.343],44,B0040,88,4666,04666.csv,1.7272191689306016,35
4667,[2010. 4. 27. 2. 5. 41.234],44,B0040,90,4668,04668.csv,1.7285674981160106,36
4669,[2010. 4. 27. 6. 36. 5.468],44,B0040,92,4670,04670.csv,1.726636381605547,37
4671,[2010. 4. 27. 11. 7. 40.968],44,B0040,94,4672,04672.csv,1.7262424141835069,38
4673,[2010. 4. 27. 15. 43. 29.625],44,B0040,96,4674,04674.csv,1.72527259276029,39
4677,[2010. 4. 28. 13. 22. 57.656],44,B0040,100,4678,04678.csv,1.666802687745505,40
4681,[2010. 4. 28. 18. 5. 58.859],44,B0040,104,4682,04682.csv,1.666754853762041,41
4683,[2010. 4. 28. 21. 37. 16.375],44,B0040,106,4684,04684.csv,1.6583274448761054,42
4685,[2010. 4. 29. 1. 8. 33.500],44,B0040,108,4686,04686.csv,1.65032263550715,43
4687,[2010. 4. 29. 4. 39. 21.156],44,B0040,110,4688,04688.csv,1.6493406341242296,44
4689,[2010. 4. 29. 8. 11. 8.671],44,B0040,112,4690,04690.csv,1.641919055037739,45
4693,[2010. 5. 4. 13. 22. 1.921],44,B0040,116,4694,04694.csv,0.425812451177779,46
4697,[2010. 5. 4. 17. 26. 38.953],44,B0040,120,4698,04698.csv,0.5569902643736575,47
4699,[2010. 6. 16. 10. 39. 50.390],4,B0041,0,4700,04700.csv,0.055620243768194,1
4702,[2010. 6. 16. 14. 46. 51.593],4,B0041,3,4703,04703.csv,0.0556974726122768,2
4704,[2010. 6. 16. 18. 7. 22.875],4,B0041,5,4705,04705.csv,0.0558390162918539,3
4706,[2010. 6. 16. 21. 27. 32.859],4,B0041,7,4707,04707.csv,0.056148059974053,4
4708,[2010. 6. 17. 0. 47. 36.281],4,B0041,9,4709,04709.csv,0.056470531599139,5
4710,[2010. 6. 17. 3. 38. 47.796],4,B0041,11,4711,04711.csv,0.0440922918408019,6
4714,[2010. 6. 17. 8. 10. 30.890],4,B0041,15,4715,04715.csv,0.0567719130814178,7
4716,[2010. 6. 17. 11. 30. 34.546],4,B0041,17,4717,04717.csv,0.0569383765007572,8
4718,[2010. 6. 17. 14. 50. 30.921],4,B0041,19,4719,04719.csv,0.0444014841131225,9
4720,[2010. 6. 17. 18. 10. 6.218],4,B0041,21,4721,04721.csv,0.0446343581849161,10
4722,[2010. 6. 17. 21. 29. 54.875],4,B0041,23,4723,04723.csv,0.0447987224365748,11
4726,[2010. 6. 18. 2. 1. 11.046],4,B0041,27,4727,04727.csv,0.0467089878078547,12
4728,[2010. 6. 18. 5. 20. 59.203],4,B0041,29,4729,04729.csv,0.0449537153308952,13
4730,[2010. 6. 18. 8. 40. 33.875],4,B0041,31,4731,04731.csv,0.0452193290195426,14
4732,[2010. 6. 18. 12. 0. 2.609],4,B0041,33,4733,04733.csv,0.0454022241469497,15
4734,[2010. 6. 18. 15. 19. 35.359],4,B0041,35,4735,04735.csv,0.0456790122497417,16
4738,[2010. 6. 18. 19. 50. 33.234],4,B0041,39,4739,04739.csv,0.0455208025703398,17
4740,[2010. 6. 18. 23. 9. 59.000],4,B0041,41,4741,04741.csv,0.0457285414602425,18
4742,[2010. 6. 19. 2. 29. 16.281],4,B0041,43,4743,04743.csv,0.045860512192502,19
4744,[2010. 6. 19. 5. 42. 11.468],4,B0041,45,4745,04745.csv,0.045983556030275,20
4746,[2010. 6. 19. 8. 49. 37.406],4,B0041,47,4747,04747.csv,0.046128762966734,21
4750,[2010. 6. 21. 15. 19. 37.906],4,B0041,51,4751,04751.csv,0.0463714545530443,22
4754,[2010. 6. 21. 19. 51. 35.109],4,B0041,55,4755,04755.csv,0.0464238542531432,23
4756,[2010. 6. 21. 23. 11. 45.359],4,B0041,57,4757,04757.csv,0.0465794695305646,24
4758,[2010. 6. 22. 2. 31. 35.687],4,B0041,59,4759,04759.csv,0.0467260089483965,25
4760,[2010. 6. 22. 5. 44. 45.062],4,B0041,61,4761,04761.csv,0.0468634724324437,26
