Unnamed: 0,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number,datetime,delta_time,SOH
4257,"[2009.0, 8.0, 19.0, 11.0, 30.0, 52.687]",24,B0036,410,4258,04258.csv,1.651178607099992,167,2009-08-19 11:30:52.687,43531511.094,0.825589303549996
4259,"[2009.0, 8.0, 19.0, 15.0, 24.0, 12.875]",24,B0036,412,4260,04260.csv,1.6481683120281931,168,2009-08-19 15:24:12.875,43545511.282,0.8240841560140966
4261,"[2009.0, 8.0, 19.0, 19.0, 17.0, 33.312]",24,B0036,414,4262,04262.csv,1.6478887725428395,169,2009-08-19 19:17:33.312,43559511.719,0.8239443862714197
4263,"[2009.0, 8.0, 19.0, 23.0, 10.0, 50.875]",24,B0036,416,4264,04264.csv,1.635843650915682,170,2009-08-19 23:10:50.875,43573509.282,0.817921825457841
4265,"[2009.0, 8.0, 20.0, 3.0, 3.0, 46.687]",24,B0036,418,4266,04266.csv,1.6332362811945516,171,2009-08-20 03:03:46.687,43587485.094,0.8166181405972758
4269,"[2009.0, 8.0, 20.0, 8.0, 8.0, 26.703]",24,B0036,422,4270,04270.csv,1.629926467682987,172,2009-08-20 08:08:26.703,43605765.11,0.8149632338414935
4271,"[2009.0, 8.0, 20.0, 12.0, 1.0, 9.546]",24,B0036,424,4272,04272.csv,1.6387862629287224,173,2009-08-20 12:01:09.546,43619727.953,0.8193931314643612
4273,"[2009.0, 8.0, 20.0, 15.0, 51.0, 55.171]",24,B0036,426,4274,04274.csv,1.6359654863840771,174,2009-08-20 15:51:55.171,43633573.578,0.8179827431920386
4275,"[2009.0, 8.0, 20.0, 19.0, 42.0, 35.546]",24,B0036,428,4276,04276.csv,1.631137043967566,175,2009-08-20 19:42:35.546,43647413.953,0.815568521983783
4277,"[2009.0, 8.0, 20.0, 23.0, 35.0, 23.25]",24,B0036,430,4278,04278.csv,1.6220189720888465,176,2009-08-20 23:35:23.250,43661381.657,0.8110094860444232
4281,"[2009.0, 8.0, 21.0, 17.0, 59.0, 25.484]",24,B0036,434,4282,04282.csv,1.6416044978422155,177,2009-08-21 17:59:25.484,43727623.891,0.8208022489211078
4285,"[2009.0, 8.0, 21.0, 23.0, 4.0, 26.375]",24,B0036,438,4286,04286.csv,1.6253090231457803,178,2009-08-21 23:04:26.375,43745924.782,0.8126545115728903
4287,"[2009.0, 8.0, 22.0, 2.0, 57.0, 6.984]",24,B0036,440,4288,04288.csv,1.6196134522239485,179,2009-08-22 02:57:06.984,43759885.391,0.8098067261119742
4289,"[2009.0, 8.0, 22.0, 6.0, 49.0, 38.89]",24,B0036,442,4290,04290.csv,1.6124236174774371,180,2009-08-22 06:49:38.890,43773837.297,0.8062118087387184
4291,"[2009.0, 8.0, 22.0, 10.0, 41.0, 58.171]",24,B0036,444,4292,04292.csv,1.6077701029913394,181,2009-08-22 10:41:58.171,43787776.578,0.8038850514956697
4293,"[2009.0, 8.0, 22.0, 14.0, 34.0, 5.875]",24,B0036,446,4294,04294.csv,1.6088077531981582,182,2009-08-22 14:34:05.875,43801704.282,0.8044038765990791
4297,"[2009.0, 8.0, 22.0, 19.0, 38.0, 7.906]",24,B0036,450,4298,04298.csv,1.6083556258734268,183,2009-08-22 19:38:07.906,43819946.313,0.8041778129367134
4299,"[2009.0, 8.0, 22.0, 23.0, 30.0, 19.437]",24,B0036,452,4300,04300.csv,1.606820251901154,184,2009-08-22 23:30:19.437,43833877.844,0.803410125950577
4301,"[2009.0, 8.0, 23.0, 3.0, 22.0, 24.156]",24,B0036,454,4302,04302.csv,1.601770977206713,185,2009-08-23 03:22:24.156,43847802.563,0.8008854886033565
4303,"[2009.0, 8.0, 23.0, 7.0, 14.0, 19.109]",24,B0036,456,4304,04304.csv,1.594911734692208,186,2009-08-23 07:14:19.109,43861717.516,0.797455867346104
4305,"[2009.0, 8.0, 23.0, 11.0, 6.0, 6.546]",24,B0036,458,4306,04306.csv,1.5938139125387372,187,2009-08-23 11:06:06.546,43875624.953,0.7969069562693686
4309,"[2009.0, 8.0, 23.0, 16.0, 9.0, 49.296]",24,B0036,462,4310,04310.csv,1.5920273129504596,188,2009-08-23 16:09:49.296,43893847.703,0.7960136564752298
4311,"[2009.0, 8.0, 23.0, 20.0, 1.0, 32.5]",24,B0036,464,4312,04312.csv,1.5847361549778751,189,2009-08-23 20:01:32.500,43907750.907,0.7923680774889376
4313,"[2009.0, 8.0, 23.0, 23.0, 53.0, 2.437]",24,B0036,466,4314,04314.csv,1.5763429363936798,190,2009-08-23 23:53:02.437,43921640.844,0.78817146819684
4315,"[2009.0, 8.0, 24.0, 3.0, 44.0, 13.046]",24,B0036,468,4316,04316.csv,1.5720229174642286,191,2009-08-24 03:44:13.046,43935511.453,0.7860114587321143
4317,"[2009.0, 8.0, 24.0, 7.0, 35.0, 22.546]",24,B0036,470,4318,04318.csv,1.5729874285512353,192,2009-08-24 07:35:22.546,43949380.953,0.7864937142756177
4321,"[2009.0, 8.0, 24.0, 12.0, 38.0, 30.39]",24,B0036,474,4322,04322.csv,1.596985400389019,193,2009-08-24 12:38:30.390,43967568.797,0.7984927001945095
4323,"[2009.0, 8.0, 24.0, 16.0, 30.0, 26.734]",24,B0036,476,4324,04324.csv,1.595726023703856,194,2009-08-24 16:30:26.734,43981485.141,0.797863011851928
4325,"[2009.0, 8.0, 24.0, 20.0, 22.0, 13.218]",24,B0036,478,4326,04326.csv,1.579500338340559,195,2009-08-24 20:22:13.218,43995391.625,0.7897501691702796
4327,"[2009.0, 8.0, 25.0, 0.0, 13.0, 33.593]",24,B0036,480,4328,04328.csv,1.5629469877520186,196,2009-08-25 00:13:33.593,44009272.0,0.7814734938760093
4329,"[2009.0, 8.0, 25.0, 4.0, 4.0, 24.875]",24,B0036,482,4330,04330.csv,1.5591129431541175,197,2009-08-25 04:04:24.875,44023123.282,0.7795564715770589
4333,"[2010.0, 4.0, 14.0, 16.0, 43.0, 39.921]",24,B0038,0,4334,04334.csv,0.8980573709676724,1,2010-04-14 16:43:39.921,64113478.328,0.4490286854838362
4337,"[2010.0, 4.0, 14.0, 21.0, 10.0, 11.125]",24,B0038,4,4338,04338.csv,1.1026236331914077,2,2010-04-14 21:10:11.125,64129469.532,0.5513118165957038
4339,"[2010.0, 4.0, 15.0, 0.0, 37.0, 31.546]",24,B0038,6,4340,04340.csv,1.0885801879473431,3,2010-04-15 00:37:31.546,64141909.953,0.5442900939736716
4341,"[2010.0, 4.0, 15.0, 4.0, 4.0, 41.296]",24,B0038,8,4342,04342.csv,1.0613249847591086,4,2010-04-15 04:04:41.296,64154339.703,0.5306624923795543
4343,"[2010.0, 4.0, 15.0, 7.0, 31.0, 40.14]",24,B0038,10,4344,04344.csv,1.0347062057983545,5,2010-04-15 07:31:40.140,64166758.547,0.5173531028991772
4345,"[2010.0, 4.0, 15.0, 10.0, 58.0, 27.5]",24,B0038,12,4346,04346.csv,1.0269978594353013,6,2010-04-15 10:58:27.500,64179165.907,0.5134989297176507
4349,"[2010.0, 4.0, 16.0, 12.0, 15.0, 0.281]",24,B0038,16,4350,04350.csv,1.078501971098942,7,2010-04-16 12:15:00.281,64270158.688,0.5392509855494712
4353,"[2010.0, 4.0, 16.0, 16.0, 48.0, 31.734]",24,B0038,20,4354,04354.csv,1.0638897478802845,8,2010-04-16 16:48:31.734,64286570.141,0.5319448739401422
4355,"[2010.0, 4.0, 16.0, 20.0, 15.0, 0.406]",24,B0038,22,4356,04356.csv,1.0366551223324425,9,2010-04-16 20:15:00.406,64298958.813,0.5183275611662213
4357,"[2010.0, 4.0, 16.0, 23.0, 41.0, 13.937]",24,B0038,24,4358,04358.csv,1.030941327482094,10,2010-04-16 23:41:13.937,64311332.344,0.515470663741047
4359,"[2010.0, 4.0, 17.0, 3.0, 7.0, 6.64]",24,B0038,26,4360,04360.csv,1.0140084541034655,11,2010-04-17 03:07:06.640,64323685.047,0.5070042270517328
4361,"[2010.0, 4.0, 17.0, 6.0, 32.0, 52.968]",24,B0038,28,4362,04362.csv,1.008516095994519,12,2010-04-17 06:32:52.968,64336031.375,0.5042580479972595
4365,"[2010.0, 4.0, 21.0, 13.0, 51.0, 46.531]",44,B0038,32,4366,04366.csv,1.7419245088095905,13,2010-04-21 13:51:46.531,64707964.938,0.8709622544047952
4369,"[2010.0, 4.0, 21.0, 19.0, 29.0, 11.0]",44,B0038,36,4370,04370.csv,1.779741859708433,14,2010-04-21 19:29:11.000,64728209.407,0.8898709298542165
4371,"[2010.0, 4.0, 21.0, 23.0, 57.0, 8.859]",44,B0038,38,4372,04372.csv,1.7815666306452766,15,2010-04-21 23:57:08.859,64744287.266,0.8907833153226383
4373,"[2010.0, 4.0, 22.0, 4.0, 30.0, 34.312]",44,B0038,40,4374,04374.csv,1.7834859577156017,16,2010-04-22 04:30:34.312,64760692.719,0.8917429788578007
4375,"[2010.0, 4.0, 22.0, 8.0, 59.0, 11.468]",44,B0038,42,4376,04376.csv,1.7864411650415677,17,2010-04-22 08:59:11.468,64776809.875,0.8932205825207837
4377,"[2010.0, 4.0, 22.0, 13.0, 28.0, 29.546]",44,B0038,44,4378,04378.csv,1.7859997608067948,18,2010-04-22 13:28:29.546,64792967.953,0.8929998804033974
4381,"[2010.0, 4.0, 23.0, 16.0, 52.0, 59.406]",44,B0038,48,4382,04382.csv,1.7769523773001608,19,2010-04-23 16:52:59.406,64891637.813,0.8884761886500805
4385,"[2010.0, 4.0, 23.0, 22.0, 31.0, 1.0]",44,B0038,52,4386,04386.csv,1.781428917321899,20,2010-04-23 22:31:01.000,64911919.407,0.8907144586609494
4387,"[2010.0, 4.0, 24.0, 2.0, 58.0, 55.031]",44,B0038,54,4388,04388.csv,1.7859452772697195,21,2010-04-24 02:58:55.031,64927993.438,0.8929726386348598
4389,"[2010.0, 4.0, 24.0, 7.0, 27.0, 28.203]",44,B0038,56,4390,04390.csv,1.785208429691551,22,2010-04-24 07:27:28.203,64944106.61,0.8926042148457755
4391,"[2010.0, 4.0, 24.0, 11.0, 56.0, 33.14]",44,B0038,58,4392,04392.csv,1.783596609584544,23,2010-04-24 11:56:33.140,64960251.547,0.891798304792272
4393,"[2010.0, 4.0, 24.0, 16.0, 24.0, 41.656]",44,B0038,60,4394,04394.csv,1.7796783152744713,24,2010-04-24 16:24:41.656,64976340.063,0.8898391576372355
4397,"[2010.0, 4.0, 24.0, 22.0, 5.0, 41.156]",44,B0038,64,4398,04398.csv,1.7841102592788645,25,2010-04-24 22:05:41.156,64996799.563,0.8920551296394322
4399,"[2010.0, 4.0, 25.0, 2.0, 33.0, 59.171]",44,B0038,66,4400,04400.csv,1.7833032331592191,26,2010-04-25 02:33:59.171,65012897.578,0.8916516165796096
4401,"[2010.0, 4.0, 25.0, 7.0, 2.0, 26.234]",44,B0038,68,4402,04402.csv,1.7796186141356956,27,2010-04-25 07:02:26.234,65029004.641,0.8898093070678478
4403,"[2010.0, 4.0, 25.0, 11.0, 31.0, 4.593]",44,B0038,70,4404,04404.csv,1.7816592334352586,28,2010-04-25 11:31:04.593,65045123.0,0.8908296167176293
4405,"[2010.0, 4.0, 25.0, 16.0, 0.0, 19.781]",44,B0038,72,4406,04406.csv,1.7775911304124037,29,2010-04-25 16:00:19.781,65061278.188,0.8887955652062018
4409,"[2010.0, 4.0, 25.0, 21.0, 41.0, 58.937]",44,B0038,76,4410,04410.csv,1.777701881971679,30,2010-04-25 21:41:58.937,65081777.344,0.8888509409858395
4411,"[2010.0, 4.0, 26.0, 2.0, 19.0, 22.218]",44,B0038,78,4412,04412.csv,1.7789547618270618,31,2010-04-26 02:19:22.218,65098420.625,0.8894773809135309
4413,"[2010.0, 4.0, 26.0, 6.0, 50.0, 42.203]",44,B0038,80,4414,04414.csv,1.7807753731135043,32,2010-04-26 06:50:42.203,65114700.61,0.8903876865567522
4415,"[2010.0, 4.0, 26.0, 11.0, 20.0, 44.75]",44,B0038,82,4416,04416.csv,1.778415319026661,33,2010-04-26 11:20:44.750,65130903.157,0.8892076595133305
4417,"[2010.0, 4.0, 26.0, 15.0, 51.0, 7.953]",44,B0038,84,4418,04418.csv,1.7789773899108463,34,2010-04-26 15:51:07.953,65147126.36,0.8894886949554232
4421,"[2010.0, 4.0, 26.0, 21.0, 35.0, 15.343]",44,B0038,88,4422,04422.csv,1.7792479347236043,35,2010-04-26 21:35:15.343,65167773.75,0.889623967361802
4423,"[2010.0, 4.0, 27.0, 2.0, 5.0, 41.234]",44,B0038,90,4424,04424.csv,1.777920457368508,36,2010-04-27 02:05:41.234,65183999.641,0.888960228684254
4425,"[2010.0, 4.0, 27.0, 6.0, 36.0, 5.468]",44,B0038,92,4426,04426.csv,1.779227040224144,37,2010-04-27 06:36:05.468,65200223.875,0.889613520112072
4427,"[2010.0, 4.0, 27.0, 11.0, 7.0, 40.968]",44,B0038,94,4428,04428.csv,1.7760634320079352,38,2010-04-27 11:07:40.968,65216519.375,0.8880317160039675
4429,"[2010.0, 4.0, 27.0, 15.0, 43.0, 29.625]",44,B0038,96,4430,04430.csv,1.775103937963957,39,2010-04-27 15:43:29.625,65233068.032,0.8875519689819785
4433,"[2010.0, 4.0, 28.0, 13.0, 22.0, 57.656]",44,B0038,100,4434,04434.csv,1.733064100138742,40,2010-04-28 13:22:57.656,65311036.063,0.866532050069371
4437,"[2010.0, 4.0, 28.0, 18.0, 5.0, 58.859]",44,B0038,104,4438,04438.csv,1.7394892806215223,41,2010-04-28 18:05:58.859,65328017.266,0.8697446403107612
4439,"[2010.0, 4.0, 28.0, 21.0, 37.0, 16.375]",44,B0038,106,4440,04440.csv,1.7378064360392924,42,2010-04-28 21:37:16.375,65340694.782,0.8689032180196462
4441,"[2010.0, 4.0, 29.0, 1.0, 8.0, 33.5]",44,B0038,108,4442,04442.csv,1.730028145799833,43,2010-04-29 01:08:33.500,65353371.907,0.8650140728999165
4443,"[2010.0, 4.0, 29.0, 4.0, 39.0, 21.156]",44,B0038,110,4444,04444.csv,1.7290404566542985,44,2010-04-29 04:39:21.156,65366019.563,0.8645202283271494
4445,"[2010.0, 4.0, 29.0, 8.0, 11.0, 8.671]",44,B0038,112,4446,04446.csv,1.7286072907068817,45,2010-04-29 08:11:08.671,65378727.078,0.8643036453534408
4449,"[2010.0, 5.0, 4.0, 13.0, 22.0, 1.921]",44,B0038,116,4450,04450.csv,1.52573884649634,46,2010-05-04 13:22:01.921,65829380.328,0.7628694232481699
4453,"[2010.0, 5.0, 4.0, 17.0, 26.0, 38.953]",44,B0038,120,4454,04454.csv,1.5301475534434217,47,2010-05-04 17:26:38.953,65844057.36,0.7650737767217108
4455,"[2010.0, 4.0, 14.0, 16.0, 43.0, 39.921]",24,B0039,0,4456,04456.csv,0.1190383185934176,1,2010-04-14 16:43:39.921,64113478.328,0.059519159296708805
4459,"[2010.0, 4.0, 14.0, 21.0, 10.0, 11.125]",24,B0039,4,4460,04460.csv,0.4729861500927512,2,2010-04-14 21:10:11.125,64129469.532,0.2364930750463756
4461,"[2010.0, 4.0, 15.0, 0.0, 37.0, 31.546]",24,B0039,6,4462,04462.csv,0.1628079382920206,3,2010-04-15 00:37:31.546,64141909.953,0.08140396914601028
4463,"[2010.0, 4.0, 15.0, 4.0, 4.0, 41.296]",24,B0039,8,4464,04464.csv,0.4787632853388766,4,2010-04-15 04:04:41.296,64154339.703,0.2393816426694383
4465,"[2010.0, 4.0, 15.0, 7.0, 31.0, 40.14]",24,B0039,10,4466,04466.csv,0.4711383364607152,5,2010-04-15 07:31:40.140,64166758.547,0.2355691682303576
4467,"[2010.0, 4.0, 15.0, 10.0, 58.0, 27.5]",24,B0039,12,4468,04468.csv,0.4668172561120673,6,2010-04-15 10:58:27.500,64179165.907,0.23340862805603366
4471,"[2010.0, 4.0, 16.0, 12.0, 15.0, 0.281]",24,B0039,16,4472,04472.csv,0.4699932676625547,7,2010-04-16 12:15:00.281,64270158.688,0.23499663383127736
4475,"[2010.0, 4.0, 16.0, 16.0, 48.0, 31.734]",24,B0039,20,4476,04476.csv,0.4627052684317185,8,2010-04-16 16:48:31.734,64286570.141,0.23135263421585925
4477,"[2010.0, 4.0, 16.0, 20.0, 15.0, 0.406]",24,B0039,22,4478,04478.csv,0.4604944782656097,9,2010-04-16 20:15:00.406,64298958.813,0.2302472391328049
4479,"[2010.0, 4.0, 16.0, 23.0, 41.0, 13.937]",24,B0039,24,4480,04480.csv,0.4412227248835694,10,2010-04-16 23:41:13.937,64311332.344,0.2206113624417847
4481,"[2010.0, 4.0, 17.0, 3.0, 7.0, 6.64]",24,B0039,26,4482,04482.csv,0.4435442194396584,11,2010-04-17 03:07:06.640,64323685.047,0.2217721097198292
4483,"[2010.0, 4.0, 17.0, 6.0, 32.0, 52.968]",24,B0039,28,4484,04484.csv,0.4126655541164234,12,2010-04-17 06:32:52.968,64336031.375,0.20633277705821168
4487,"[2010.0, 4.0, 21.0, 13.0, 51.0, 46.531]",44,B0039,32,4488,04488.csv,1.7461791006389626,13,2010-04-21 13:51:46.531,64707964.938,0.8730895503194813
4491,"[2010.0, 4.0, 21.0, 19.0, 29.0, 11.0]",44,B0039,36,4492,04492.csv,1.7695250734505363,14,2010-04-21 19:29:11.000,64728209.407,0.8847625367252683
4493,"[2010.0, 4.0, 21.0, 23.0, 57.0, 8.859]",44,B0039,38,4494,04494.csv,1.7715391419501945,15,2010-04-21 23:57:08.859,64744287.266,0.8857695709750972
4495,"[2010.0, 4.0, 22.0, 4.0, 30.0, 34.312]",44,B0039,40,4496,04496.csv,1.770625483958279,16,2010-04-22 04:30:34.312,64760692.719,0.8853127419791395
4497,"[2010.0, 4.0, 22.0, 8.0, 59.0, 11.468]",44,B0039,42,4498,04498.csv,1.7704040639447296,17,2010-04-22 08:59:11.468,64776809.875,0.8852020319723648
4499,"[2010.0, 4.0, 22.0, 13.0, 28.0, 29.546]",44,B0039,44,4500,04500.csv,1.769508178880176,18,2010-04-22 13:28:29.546,64792967.953,0.884754089440088
4503,"[2010.0, 4.0, 23.0, 16.0, 52.0, 59.406]",44,B0039,48,4504,04504.csv,1.7638356274269416,19,2010-04-23 16:52:59.406,64891637.813,0.8819178137134708
4507,"[2010.0, 4.0, 23.0, 22.0, 31.0, 1.0]",44,B0039,52,4508,04508.csv,1.7715725869786123,20,2010-04-23 22:31:01.000,64911919.407,0.8857862934893062
4509,"[2010.0, 4.0, 24.0, 2.0, 58.0, 55.031]",44,B0039,54,4510,04510.csv,1.7701196454489685,21,2010-04-24 02:58:55.031,64927993.438,0.8850598227244842
4511,"[2010.0, 4.0, 24.0, 7.0, 27.0, 28.203]",44,B0039,56,4512,04512.csv,1.766756975286052,22,2010-04-24 07:27:28.203,64944106.61,0.883378487643026
4513,"[2010.0, 4.0, 24.0, 11.0, 56.0, 33.14]",44,B0039,58,4514,04514.csv,1.7648743629092642,23,2010-04-24 11:56:33.140,64960251.547,0.8824371814546322
4515,"[2010.0, 4.0, 24.0, 16.0, 24.0, 41.656]",44,B0039,60,4516,04516.csv,1.763838685943225,24,2010-04-24 16:24:41.656,64976340.063,0.8819193429716123
4519,"[2010.0, 4.0, 24.0, 22.0, 5.0, 41.156]",44,B0039,64,4520,04520.csv,1.7657225752056789,25,2010-04-24 22:05:41.156,64996799.563,0.8828612876028394
4521,"[2010.0, 4.0, 25.0, 2.0, 33.0, 59.171]",44,B0039,66,4522,04522.csv,1.7645632809383045,26,2010-04-25 02:33:59.171,65012897.578,0.8822816404691523
4523,"[2010.0, 4.0, 25.0, 7.0, 2.0, 26.234]",44,B0039,68,4524,04524.csv,1.7608991948479125,27,2010-04-25 07:02:26.234,65029004.641,0.8804495974239562
4525,"[2010.0, 4.0, 25.0, 11.0, 31.0, 4.593]",44,B0039,70,4526,04526.csv,1.7598362095817717,28,2010-04-25 11:31:04.593,65045123.0,0.8799181047908858
4527,"[2010.0, 4.0, 25.0, 16.0, 0.0, 19.781]",44,B0039,72,4528,04528.csv,1.7590955400143164,29,2010-04-25 16:00:19.781,65061278.188,0.8795477700071582
4531,"[2010.0, 4.0, 25.0, 21.0, 41.0, 58.937]",44,B0039,76,4532,04532.csv,1.7560495443976525,30,2010-04-25 21:41:58.937,65081777.344,0.8780247721988261
4533,"[2010.0, 4.0, 26.0, 2.0, 19.0, 22.218]",44,B0039,78,4534,04534.csv,1.7571677199949287,31,2010-04-26 02:19:22.218,65098420.625,0.8785838599974644
4535,"[2010.0, 4.0, 26.0, 6.0, 50.0, 42.203]",44,B0039,80,4536,04536.csv,1.7558911269459976,32,2010-04-26 06:50:42.203,65114700.61,0.8779455634729988
4537,"[2010.0, 4.0, 26.0, 11.0, 20.0, 44.75]",44,B0039,82,4538,04538.csv,1.7533419072229914,33,2010-04-26 11:20:44.750,65130903.157,0.8766709536114958
4539,"[2010.0, 4.0, 26.0, 15.0, 51.0, 7.953]",44,B0039,84,4540,04540.csv,1.7506673845335168,34,2010-04-26 15:51:07.953,65147126.36,0.8753336922667585
4543,"[2010.0, 4.0, 26.0, 21.0, 35.0, 15.343]",44,B0039,88,4544,04544.csv,1.7510006664162403,35,2010-04-26 21:35:15.343,65167773.75,0.8755003332081202
4545,"[2010.0, 4.0, 27.0, 2.0, 5.0, 41.234]",44,B0039,90,4546,04546.csv,1.7496058853847871,36,2010-04-27 02:05:41.234,65183999.641,0.8748029426923936
4547,"[2010.0, 4.0, 27.0, 6.0, 36.0, 5.468]",44,B0039,92,4548,04548.csv,1.7477359172183355,37,2010-04-27 06:36:05.468,65200223.875,0.8738679586091678
4549,"[2010.0, 4.0, 27.0, 11.0, 7.0, 40.968]",44,B0039,94,4550,04550.csv,1.7444225468099093,38,2010-04-27 11:07:40.968,65216519.375,0.8722112734049545
4551,"[2010.0, 4.0, 27.0, 15.0, 43.0, 29.625]",44,B0039,96,4552,04552.csv,1.743308366083936,39,2010-04-27 15:43:29.625,65233068.032,0.871654183041968
4555,"[2010.0, 4.0, 28.0, 13.0, 22.0, 57.656]",44,B0039,100,4556,04556.csv,1.6556691733888471,40,2010-04-28 13:22:57.656,65311036.063,0.8278345866944236
4559,"[2010.0, 4.0, 28.0, 18.0, 5.0, 58.859]",44,B0039,104,4560,04560.csv,1.64297669457593,41,2010-04-28 18:05:58.859,65328017.266,0.821488347287965
4561,"[2010.0, 4.0, 28.0, 21.0, 37.0, 16.375]",44,B0039,106,4562,04562.csv,1.6343822729361266,42,2010-04-28 21:37:16.375,65340694.782,0.8171911364680633
4563,"[2010.0, 4.0, 29.0, 1.0, 8.0, 33.5]",44,B0039,108,4564,04564.csv,1.62650670621656,43,2010-04-29 01:08:33.500,65353371.907,0.81325335310828
4565,"[2010.0, 4.0, 29.0, 4.0, 39.0, 21.156]",44,B0039,110,4566,04566.csv,1.618865991735961,44,2010-04-29 04:39:21.156,65366019.563,0.8094329958679805
4567,"[2010.0, 4.0, 29.0, 8.0, 11.0, 8.671]",44,B0039,112,4568,04568.csv,1.6114968339209264,45,2010-04-29 08:11:08.671,65378727.078,0.8057484169604632
4571,"[2010.0, 5.0, 4.0, 13.0, 22.0, 1.921]",44,B0039,116,4572,04572.csv,1.3240805773461226,46,2010-05-04 13:22:01.921,65829380.328,0.6620402886730613
4575,"[2010.0, 5.0, 4.0, 17.0, 26.0, 38.953]",44,B0039,120,4576,04576.csv,1.3153386221697692,47,2010-05-04 17:26:38.953,65844057.36,0.6576693110848847
4577,"[2010.0, 4.0, 14.0, 16.0, 43.0, 39.921]",24,B0040,0,4578,04578.csv,0.6734628137095633,1,2010-04-14 16:43:39.921,64113478.328,0.33673140685478165
4581,"[2010.0, 4.0, 14.0, 21.0, 10.0, 11.125]",24,B0040,4,4582,04582.csv,0.7913062105760345,2,2010-04-14 21:10:11.125,64129469.532,0.39565310528801734
4583,"[2010.0, 4.0, 15.0, 0.0, 37.0, 31.546]",24,B0040,6,4584,04584.csv,0.7865824034601745,3,2010-04-15 00:37:31.546,64141909.953,0.39329120173008725
4585,"[2010.0, 4.0, 15.0, 4.0, 4.0, 41.296]",24,B0040,8,4586,04586.csv,0.7795871426061582,4,2010-04-15 04:04:41.296,64154339.703,0.3897935713030791
4587,"[2010.0, 4.0, 15.0, 7.0, 31.0, 40.14]",24,B0040,10,4588,04588.csv,0.7628241523125163,5,2010-04-15 07:31:40.140,64166758.547,0.38141207615625816
4589,"[2010.0, 4.0, 15.0, 10.0, 58.0, 27.5]",24,B0040,12,4590,04590.csv,0.7405021514606399,6,2010-04-15 10:58:27.500,64179165.907,0.37025107573032
4593,"[2010.0, 4.0, 16.0, 12.0, 15.0, 0.281]",24,B0040,16,4594,04594.csv,0.7783970881100656,7,2010-04-16 12:15:00.281,64270158.688,0.3891985440550328
4597,"[2010.0, 4.0, 16.0, 16.0, 48.0, 31.734]",24,B0040,20,4598,04598.csv,0.7733165409025605,8,2010-04-16 16:48:31.734,64286570.141,0.38665827045128026
4599,"[2010.0, 4.0, 16.0, 20.0, 15.0, 0.406]",24,B0040,22,4600,04600.csv,0.7589575236409498,9,2010-04-16 20:15:00.406,64298958.813,0.37947876182047485
4601,"[2010.0, 4.0, 16.0, 23.0, 41.0, 13.937]",24,B0040,24,4602,04602.csv,0.7407399462256391,10,2010-04-16 23:41:13.937,64311332.344,0.3703699731128196
4603,"[2010.0, 4.0, 17.0, 3.0, 7.0, 6.64]",24,B0040,26,4604,04604.csv,0.7446218752617147,11,2010-04-17 03:07:06.640,64323685.047,0.3723109376308574
4605,"[2010.0, 4.0, 17.0, 6.0, 32.0, 52.968]",24,B0040,28,4606,04606.csv,0.7149875629820736,12,2010-04-17 06:32:52.968,64336031.375,0.3574937814910368
4609,"[2010.0, 4.0, 21.0, 13.0, 51.0, 46.531]",44,B0040,32,4610,04610.csv,1.7075144448533202,13,2010-04-21 13:51:46.531,64707964.938,0.85375722242666
4613,"[2010.0, 4.0, 21.0, 19.0, 29.0, 11.0]",44,B0040,36,4614,04614.csv,1.730880859428193,14,2010-04-21 19:29:11.000,64728209.407,0.8654404297140965
4615,"[2010.0, 4.0, 21.0, 23.0, 57.0, 8.859]",44,B0040,38,4616,04616.csv,1.7328212845233328,15,2010-04-21 23:57:08.859,64744287.266,0.8664106422616665
4617,"[2010.0, 4.0, 22.0, 4.0, 30.0, 34.312]",44,B0040,40,4618,04618.csv,1.7317734323431513,16,2010-04-22 04:30:34.312,64760692.719,0.8658867161715755
4619,"[2010.0, 4.0, 22.0, 8.0, 59.0, 11.468]",44,B0040,42,4620,04620.csv,1.7341296392350067,17,2010-04-22 08:59:11.468,64776809.875,0.8670648196175034
4621,"[2010.0, 4.0, 22.0, 13.0, 28.0, 29.546]",44,B0040,44,4622,04622.csv,1.7334756929990074,18,2010-04-22 13:28:29.546,64792967.953,0.8667378464995036
4625,"[2010.0, 4.0, 23.0, 16.0, 52.0, 59.406]",44,B0040,48,4626,04626.csv,1.7243057179457877,19,2010-04-23 16:52:59.406,64891637.813,0.862152858972894
4629,"[2010.0, 4.0, 23.0, 22.0, 31.0, 1.0]",44,B0040,52,4630,04630.csv,1.7318975861687205,20,2010-04-23 22:31:01.000,64911919.407,0.8659487930843602
4631,"[2010.0, 4.0, 24.0, 2.0, 58.0, 55.031]",44,B0040,54,4632,04632.csv,1.7333691208377455,21,2010-04-24 02:58:55.031,64927993.438,0.8666845604188729
4633,"[2010.0, 4.0, 24.0, 7.0, 27.0, 28.203]",44,B0040,56,4634,04634.csv,1.732175650153278,22,2010-04-24 07:27:28.203,64944106.61,0.8660878250766388
4635,"[2010.0, 4.0, 24.0, 11.0, 56.0, 33.14]",44,B0040,58,4636,04636.csv,1.7334832776102866,23,2010-04-24 11:56:33.140,64960251.547,0.8667416388051433
